,created_at,full_text,display_text_range,favorite_count,retweet_count,ano
5200,2016-03-08,"['lula', 'quero', 'agradecer', 'fato', 'vcs', 'deixarem', 'casas', 'vcs', 'vir', 'participar', 'ato', 'político']","[0, 101]",21,13,2016
1841,2016-03-08,"['encerrado', 'discurso', 'lula', 'natal', 'continue', 'acompanhando', 'novidades', 'aqui', 'site']","[0, 117]",51,30,2016
11128,2016-03-08,"['vejam', 'coincidência', 'pt', 'nasceu', '80', 'cut', '83', 'mst', '84']","[0, 67]",24,8,2016
4907,2016-03-08,"['mundo', 'inteiro', 'passou', 'olhar', 'brasil', 'respeito']","[0, 54]",23,7,2016
37,2016-03-08,"['orgulho', 'primeiro', 'presidente', 'diploma', 'universitário', 'fez', 'universidades', 'nesse', 'país']","[0, 118]",184,137,2016
3205,2016-03-08,"['dilma', '70', 'votos', 'desse', 'estado', 'cassaram', 'voto', 'povo', 'rio', 'grande', 'norte']","[0, 94]",32,18,2016
9299,2016-03-08,"['tá', 'escrito', 'nenhuma', 'página', 'bíblia', 'diz', 'nordestino', 'nasceu', 'sofrer']","[0, 86]",70,47,2016
14231,2016-03-08,"['aproveitem', 'celular', 'zapzap', 'neles']","[0, 47]",25,21,2016
3927,2016-03-08,"['duvido', 'alguém', 'nesse', 'país', 'atacado', 'mídia']","[0, 69]",38,26,2016
8185,2016-03-08,"['outra', 'coisa', 'antes', '2018', 'mineiro', 'prefeitura']","[0, 62]",20,8,2016
13430,2016-03-08,"['precisou', 'chegar', 'cara', 'letrado', 'conhece', 'alma', 'todos']","[0, 82]",48,31,2016
3864,2016-03-08,"['novidade', 'disputar', 'adversários', 'viaduto', 'vai', 'fazer', 'viaduto', 'qualquer', 'faz']","[0, 105]",38,22,2016
5335,2016-03-08,"['pt', 'conclamou', 'população', 'cidades', 'governa', 'decidir', 'onde', 'iria', 'aplicado', 'cada', 'centavo', 'arrecadado', 'prefeitura']","[0, 125]",40,20,2016
4649,2016-03-08,"['mataram', 'tiradentes', 'ideias', 'libertárias', 'continuaram']","[0, 64]",35,15,2016
7188,2016-03-08,"['deus', 'permitir', 'nenhuma', 'criança', 'vai', 'passar', 'privações', 'passaram', 'porque', 'nasceram', 'ter', 'vida', 'digna']","[0, 133]",48,26,2016
199,2016-03-08,"['pq', 'vida', 'gente', 'motivada', 'toca', 'alma']","[0, 53]",50,32,2016
13605,2016-03-08,"['fim', 'discurso', 'lula', 'lulão', 'assentamento', 'mst', 'bahia', 'veja', 'notícias', 'site']","[0, 117]",41,21,2016
12824,2016-03-08,"['lula', 'sei', 'onde', 'vim', 'aqui']","[0, 76]",37,16,2016
14255,2016-03-08,"['obama', 'disse', 'cara', 'respondi', 'porque', 'conhece', 'povo', 'país', 'cara']","[0, 118]",92,52,2016
10001,2016-03-08,"['governador', 'deve', 'nada', 'devem', 'nada', 'faço', 'política', 'favor']","[0, 87]",19,10,2016
7805,2016-03-08,"['necessário', 'volto', 'voltar', 'ganhar', 'eleições']","[0, 73]",37,28,2016
4164,2016-03-08,"['molecada', 'vai', 'aceitar', 'subserviente', 'pais', 'nesse', 'país']","[0, 82]",58,38,2016
8802,2016-03-08,"['antes', '2018', 'duas', 'coisas', 'fazer', 'primeiro', 'trazer', 'dilma', 'volta']","[0, 80]",40,18,2016
8504,2016-03-08,"['mst', 'devo', 'agradecimento', 'solidariedade', 'profundas', 'momentos', 'difíceis', 'vida', 'sempre', 'lá']","[0, 136]",27,9,2016
10146,2016-03-08,"['vezes', 'melhor', 'andar', 'sozinho', 'caminhada', 'difícil', 'malacompanhado']","[0, 93]",28,22,2016
14596,2016-03-08,"['aprendemos', 'país', 'pode', 'governado', 'dignidade', 'pessoas', 'humildes', 'querem', 'querem', 'trabalhar', 'estudar', 'acesso', 'cultura']","[0, 140]",55,31,2016
10873,2016-03-08,"['aqui', 'porque', 'quero', 'morrer', 'sendo', 'testemunha', 'valeu', 'pena', 'vida']","[0, 91]",51,31,2016
5528,2016-03-08,"['veja', 'álbum', 'fotos', 'passagem', 'lula', 'natal']","[0, 77]",51,39,2016
8026,2016-03-08,"['lula', 'visitando', 'assentamento', 'lulão', 'próximo', 'porto', 'seguro', 'ba', 'lá', 'expresidente', 'fala', 'assentados', 'almoçar', 'galinhada']","[0, 140]",55,25,2016
3705,2016-03-08,"['insisti', 'belo', 'dia', 'consegui', 'falar', 'disse', 'governador', 'vc', 'deve', 'nada']","[0, 89]",15,11,2016
14297,2016-03-08,"['cabeça', 'povo', 'estudar', 'estudar', 'filhos']","[0, 91]",39,23,2016
8847,2016-03-08,"['salvação', 'desse', 'país', 'aconteceu', 'dia', 'decidi', 'pobres', 'problema', 'desse', 'país', 'solução']","[0, 119]",89,58,2016
3710,2016-03-08,"['elite', 'brasileira', 'preocupar', 'comigo', '70', 'anos']","[0, 82]",24,14,2016
9958,2016-03-08,"['pensam', 'vão', 'acabar', 'lula', 'enganaram', 'foise', 'tempo', 'lula', 'lula', 'olho', 'aqui', 'vejo', 'lulas']","[0, 130]",76,48,2016
10624,2016-03-08,"['renascemos', 'filhos', 'netos', 'povo', 'quer', 'liberdade', 'dignidade', 'respeito', 'vcs', 'semterra', 'exemplo', 'pra', 'gente']","[0, 140]",63,47,2016
2748,2016-03-08,"['podem', 'estranhar', 'última', 'eleição', 'apoiei', 'atual', 'governador', 'pediu', 'apoiálo', 'decidi']","[0, 121]",23,10,2016
13257,2016-03-08,"['dia', 'votou', 'contra', 'dilma', 'tentei', 'ligar', 'atendeu']","[0, 80]",16,13,2016
7002,2016-03-08,"['dilma', 'sendo', 'cassada', 'voto', 'todos', 'baianos', 'todos', 'brasileiros']","[0, 93]",30,15,2016
10551,2016-03-08,"['acho', 'mineiro', 'merece', 'oportunidade', 'provar', 'possível', 'governar', 'cidade', 'respeito', 'pessoas']","[0, 118]",35,27,2016
9922,2016-03-08,"['orgulho', 'fizemos', 'neste', 'país', 'nenhum', 'partido', 'cuidou', 'povo', 'tão', 'bem', 'lula', 'fortaleza']","[0, 111]",137,89,2016
14557,2016-03-08,"['tava', 'cansado', 'porque', 'sei', 'fizeram', 'campanha', 'fátima', 'candidata', '2008']","[0, 105]",19,6,2016
14050,2016-03-08,"['cidade', 'parece', 'pequena', 'comparada', 'país', 'cidade', 'começa', 'feliz']","[0, 107]",30,14,2016
9153,2016-03-08,"['inventaram', 'apartamento', 'vão', 'ter', 'dar', 'apartamento', 'inventaram', 'sítio', 'vão', 'ter', 'dar', 'sítio']","[0, 131]",51,31,2016
5793,2016-03-08,"['encontrar', 'pessimista', 'vou', 'dizer', 'vai', 'conhecer', 'lulão', 'ver', 'lá', 'homens', 'mulheres', 'conseguiram', 'sobreviver']","[0, 130]",43,24,2016
12911,2016-03-08,"['queria', 'dizer', 'vc', 'disse', 'gratidão', 'palavra', 'vc', 'esqueceria', 'esqueceu', 'primeira', 'oportunidade']","[0, 126]",24,15,2016
11160,2016-03-11,"['confirme', 'presença', 'participe', 'ato', 'apoio', 'lula']","[0, 81]",232,168,2016
526,2016-04-07,['celsoamorim'],"[0, 12]",11,13,2016
8585,2016-04-08,"['lula', 'participa', 'lançamentos', 'candidatura', 'baixada', 'santista']","[0, 90]",58,22,2016
11440,2016-04-08,"['país', 'pode', 'governado', 'dignidade', 'povo', 'pobre', 'respeitado', 'vd', 'ricardo', 'stuckertclaudio', 'santos']","[0, 116]",202,141,2016
11782,2016-04-08,"['lula', 'quer', 'fugir', 'moro', 'saiba', 'verdade', 'sobre', 'lulanaonu']","[0, 63]",67,63,2016
8289,2016-04-08,"['lula', 'brasil', 'vítima', 'golpe', 'parlamentar']","[0, 73]",62,55,2016
9112,2016-04-08,"['miséria', 'fenômeno', 'político', 'antes', 'lula', 'dillma', 'nunca', 'prioridade', 'governava']","[0, 100]",86,65,2016
2668,2016-04-08,"['guerra', 'contra', 'fome', 'lula', 'natal', '28']","[0, 57]",166,125,2016
8287,2016-04-08,"['janio', 'freitas', 'afastamento', 'dilma', 'hipocrisia', 'jamais', 'brasil']","[0, 105]",37,23,2016
13199,2016-04-08,"['dia', 'brasil', 'ganhou', 'respeito', 'mundo']","[0, 74]",95,76,2016
1997,2016-04-08,"['lula', 'diz', 'moro', 'imparcial', 'porque', 'juiz', 'respeita', 'presunção', 'inocência', 'expresidente']","[0, 112]",57,50,2016
5023,2016-04-10,"['aqui', 'governo', 'deveria', 'chamado', 'governo', 'sim', 'vendedor', 'única', 'coisa', 'sabe', 'fazer', 'vender', 'patrimônio', 'brasileiro']","[0, 139]",123,77,2016
12069,2016-04-10,"['presenciamos', 'movimento', 'precarização', 'trabalho', 'mtos', 'países', 'conta', 'participação', 'direta', 'governos', 'eleitos', 'trabalhadores']","[0, 139]",25,15,2016
12402,2016-04-10,"['empresários', 'gostavam', 'negociar', 'trabalhadores', 'naquele', 'tempo', 'greves', 'mudaram', 'comportamento', 'empresários', 'brasileiros']","[0, 140]",43,25,2016
4494,2016-04-10,"['possível', 'necessário', 'construir', 'pauta', 'nova', 'trabalhadores']","[0, 73]",18,10,2016
5576,2016-04-10,"['brasil', 'brasil', 'povo', 'brasileiro', 'responsabilidade', 'decidir', 'feito', 'neste', 'país']","[0, 131]",42,13,2016
1741,2016-04-10,"['trabalhadores', 'chamados', 'participar', 'decisões', 'econômicas', 'cada', 'país', 'soluções', 'muitos', 'economistas']","[0, 138]",123,69,2016
2986,2016-04-10,"['lula', 'fala', 'agora', 'abertura', '2º', 'congresso', 'industriall', 'global', 'union', 'luta', 'continua', 'acompanhe', 'vivo']","[0, 133]",34,21,2016
11995,2016-04-10,"['14', 'trilhões', 'dólares', 'gastos', 'salvar', 'bancos', 'metade', 'disso', 'investido', 'povo', 'pobre', 'mundo', 'estaria', 'melhor']","[0, 133]",49,26,2016
12124,2016-04-10,"['luta', 'continua', 'pra', 'mim', 'sindicalistas', 'continua', '30', 'vezes', 'deixarem', 'acabarem', 'país']","[0, 124]",23,13,2016
3537,2016-04-10,"['direita', 'deu', 'golpe', 'parlamentar', 'neste', 'país', 'decidiram', 'mulher', 'sido', 'eleita', 'deveria', 'governar', 'deram', 'golpe']","[0, 136]",91,53,2016
8641,2016-04-10,"['governo', 'economia', 'brasileira', 'cresceu', 'incluindo', 'pobres', 'orçamento']","[0, 80]",37,23,2016
11774,2016-04-10,"['podemos', 'permitir', 'plataformas', 'sondas', 'contratadas', 'china', 'coreia', 'detrimento', 'trabalhador', 'brasil']","[0, 135]",57,32,2016
8615,2016-04-10,"['esuplicy', 'vereador', 'votado', 'brasil', '301446', 'mil', 'votos']","[0, 89]",111,35,2016
4769,2016-04-10,"['lula', 'participa', 'abertura', '2º', 'congresso', 'industriall', 'organização', 'sindical', 'internacional']","[0, 118]",162,118,2016
1624,2016-04-10,"['70', 'anos', 'precisar', 'mim', 'continuar', 'luta', 'contem', 'comigo', 'pois', 'luta', 'trabalhadores', 'conquistarão', 'merecem']","[0, 139]",224,96,2016
4284,2016-04-10,"['lula', 'lembra', 'agora', 'trajetória', 'sindical', 'greves', '80', 'diz', 'tema', 'encontro', 'luta', 'continua']","[0, 116]",19,12,2016
2915,2016-04-10,"['mundo', 'inteiro', 'luta', 'continua', 'vai', 'continuar', 'tempo', 'gente', 'tomar', 'cuidado', 'digo', 'outro', 'munto', 'possível']","[0, 137]",24,17,2016
11776,2016-04-10,"['desejo', 'tds', 'industriallgu', 'força', 'pois', 'sinto', 'novo', 'governo', 'brasil', 'vai', 'exigir', 'esforço', 'muita', 'luta']","[0, 140]",61,28,2016
9552,2016-04-10,"['lula', 'reuniu', 'hoje', 'rio', 'janeiro', 'sindicalistas', 'vários', 'países', 'mundo']","[0, 106]",111,69,2016
8472,2016-04-10,"['viajei', 'mundo', 'dizendo', 'mundo', 'rico', 'quisesse', 'sair', 'crise', 'mundial', 'dizia', 'pobres', 'deveriam', 'incluídos', 'orçamento', 'união']","[0, 140]",44,21,2016
10012,2016-04-10,"['lula', '2º', 'congresso', 'industriallgu', 'acompanhe', 'aqui']","[0, 81]",12,8,2016
5547,2016-04-10,"['após', '12', 'anos', 'onu', 'tirou', 'brasil', 'mapa', 'fome', 'orgulho']","[0, 71]",53,26,2016
10290,2016-04-10,"['tempo', 'movimento', 'sindical', 'emoção', 'paixão', 'razão', 'hoje']","[0, 84]",21,13,2016
12207,2016-04-10,"['londres', 'pittsburgh', '2009', 'chegamos', 'assinar', 'compromisso', 'investimento', 'manutenção', 'nível', 'emprego']","[0, 132]",24,8,2016
12359,2016-04-11,"['antonio', 'negri', 'conversa', 'lula']","[0, 56]",35,20,2016
13410,2016-04-11,"['lula', 'visitou', 'campus', 'lagoa', 'sino', 'ufscar']","[0, 81]",56,41,2016
10994,2016-04-11,"['ato', 'público', 'lança', 'campanha', 'defesa', 'democracia', 'estado', 'direito', 'lula']","[0, 107]",111,66,2016
11750,2016-04-11,"['juiz', 'primeira', 'instância', 'apresentou', 'justificativa', 'falsa', 'aceitar', 'denúncia', 'mpfpr', 'contra', 'lula']","[0, 126]",162,206,2016
548,2016-04-11,"['moro', 'nega', 'perícias', 'comprovariam', 'lula', 'recebeu', 'dinheiro', 'oas']","[0, 97]",65,58,2016
7051,2016-04-11,"['professor', 'harvard', 'vê', 'presunção', 'culpa', 'contra', 'lula', 'lava', 'jato']","[0, 94]",54,39,2016
13609,2016-05-08,"['lula', 'participa', 'convenção', 'pt', 'bernardo', 'campo']","[0, 84]",52,25,2016
11797,2016-05-08,"['graças', 'companheira', 'telma', 'companheiro', 'david', 'capistrano', 'fizemos', 'revolução', 'tratamento', 'doenças', 'mentais']","[0, 119]",31,9,2016
5954,2016-05-08,"['entenda', 'ação', 'lula', 'onu', 'espalhe', 'verdade']","[0, 49]",36,31,2016
500,2016-05-08,"['ouça', 'discurso', 'lula', 'lançamento', 'candidatura', 'carinaune', 'prefeitura', 'santos']","[0, 116]",39,22,2016
6005,2016-05-08,"['advogados', 'lula', 'reafirmam', 'suspeição', 'moro']","[0, 71]",35,17,2016
9253,2016-05-08,"['falei', 'carinaune', 'deite', 'cabeça', 'travesseiro', 'pense', 'cidade', 'sonha']","[0, 96]",28,12,2016
13427,2016-05-08,"['elite', 'brasileira', 'nunca', 'preocupou', 'educação', 'pobre', 'acesso', 'nada']","[0, 87]",35,19,2016
2256,2016-05-08,"['medo', 'nenhuma', 'comparação', 'qualquer', 'coisa', 'topo', 'fazer', 'comparação', 'histórica']","[0, 99]",47,22,2016
1452,2016-05-08,"['sentia', 'vergonha', 'ver', 'país', 'menor', 'pobre', 'peru', 'ter', 'primeira', 'universidade', '1550']","[0, 101]",31,13,2016
942,2016-05-08,"['lula', 'fizemos', 'maiores', 'políticas', 'públicas', 'país', 'conheceu']","[0, 97]",60,27,2016
1806,2016-05-08,"['têm', 'ir', 'casa', 'pessoas', 'gostam', 'une', 'ujs', 'pt', 'pcdob']","[0, 84]",26,9,2016
9835,2016-05-08,"['acredito', 'pode', 'ganhar', 'eleições']","[0, 43]",18,8,2016
2530,2016-05-08,"['fizemos', 'maiores', 'políticas', 'sociais', 'país', 'conheceu']","[0, 68]",40,25,2016
10406,2016-05-08,"['lula', 'pessoas', 'acreditava', 'carina', 'podia', 'candidata', 'prefeita']","[0, 89]",16,4,2016
455,2016-05-08,"['decida', 'cima', 'baixo', 'bom', 'deixe', 'cidadãos', 'decidam', 'dinheiro', 'povo']","[0, 103]",41,20,2016
11606,2016-05-08,"['força', 'tarefa', 'ilude', 'sociedade', 'provas', 'contra', 'lula']","[0, 83]",58,51,2016
3185,2016-05-08,"['santos', 'cidade', 'pode', 'melhor', 'digna', 'decente']","[0, 79]",19,11,2016
6631,2016-05-08,"['povo', 'pobre', 'governar']","[0, 43]",63,34,2016
10022,2016-05-08,"['présal', 'passaporte', 'futuro', 'pagar', 'dívida', 'histórica', 'juventude']","[0, 103]",60,43,2016
8733,2016-05-08,"['fim', 'discurso', 'lula', 'ato', 'lançamento', 'précandidatura', 'carinaune', 'acompanhe', 'expresidente', 'site']","[0, 138]",22,13,2016
9507,2016-05-08,"['lembro', 'primeira', 'reunião', 'ministros', 'daqui', 'pra', 'frente', 'proibido', 'usar', 'palavra', 'gasto', 'educação']","[0, 113]",34,17,2016
9661,2016-05-08,"['história', 'todo', 'mundo', 'governou', 'pobres', 'perseguido', 'lula']","[0, 82]",76,48,2016
13459,2016-05-08,"['pode', 'fazer', 'jovem', 'alguém', 'vícios', 'política', 'podre']","[0, 83]",28,9,2016
3435,2016-05-08,"['vivo', 'lula', 'participa', 'convenção', 'homologação', 'précandidatura', 'carinaune', 'prefeitura', 'santos']","[0, 134]",14,10,2016
6647,2016-05-08,"['pode', 'preparar', 'vai', 'prefeita', 'cidade', 'santos']","[0, 61]",21,11,2016
11814,2016-05-08,"['dia', 'brasil', 'ganhou', 'respeito', 'mundo']","[0, 74]",270,444,2016
14260,2016-05-08,"['pode', 'preparar', 'carinaune', 'vai', 'prefeita', 'cidade', 'santos']","[0, 74]",72,40,2016
9978,2016-05-08,"['telma', 'ficou', 'famosa', 'brasil', 'porque', 'conseguiu', 'despoluir', 'baía', 'santos']","[0, 74]",18,9,2016
1512,2016-05-08,"['aqui', 'tranquilo', 'tranquilo', 'pensam', 'vão', 'acabar', 'lula', 'enganam', 'lula', 'natal']","[0, 112]",325,201,2016
381,2016-05-08,"['ouça', 'discurso', 'lula', 'convenção', 'pt', 'cubatão']","[0, 79]",34,15,2016
7860,2016-05-08,"['tratamento', 'hiv', 'nesta', 'cidade', 'tornou', 'modelo', 'mundo']","[0, 67]",19,11,2016
10105,2016-05-08,"['sabia', 'difícil', 'ganhar', 'eleição', 'cidade', 'conservadora']","[0, 72]",22,7,2016
6697,2016-05-08,"['coloque', 'ninguém', 'prefeitura', 'pode', 'tirar', 'faça', 'administração', 'pública', 'coisa', 'profissional']","[0, 113]",28,10,2016
9128,2016-05-08,"['consciência', 'gente', 'poderia', 'ter', 'feito']","[0, 67]",24,10,2016
1645,2016-05-08,"['nunca', 'preocuparam', 'pobre', 'pobre', 'emprego', 'empregada', 'doméstica', 'bom']","[0, 117]",47,30,2016
2770,2016-05-08,"['deixe', 'máquina', 'dominar', 'assista', 'tempos', 'modernos', 'charles', 'chaplin', 'antes', 'tomar', 'posse', 'carinaune']","[0, 117]",26,18,2016
2403,2016-05-08,"['pcdob', 'apoiou', 'todas', 'campanhas', 'qdo', 'cheguei', 'governo', 'sobretudo', 'apoiaram', 'fazer', 'revolução', 'educacional', 'fizemos']","[0, 140]",45,23,2016
4401,2016-05-08,"['ando', '11km', 'dia', 'esteira', 'meninada', 'aqui', 'pode', 'andar', '20km']","[0, 79]",21,13,2016
10992,2016-05-08,"['país', 'acreditava', 'possível', 'fazer', 'universidade', 'porque', 'elite', 'podia', 'mandar', 'filhos', 'sorbonne', 'coimbra']","[0, 128]",36,34,2016
10595,2016-05-08,"['coisa', 'socialista', 'mundo', 'coração', 'mãe', 'todo', 'mundo', 'coisas', 'iguais', 'ninguém', 'nada']","[0, 110]",45,27,2016
13770,2016-05-08,"['acredite', 'tudo', 'dizem', 'aí', 'saiba', 'verdade', 'sobre', 'ação', 'lula', 'onu']","[0, 82]",51,39,2016
4239,2016-05-08,"['relação', 'histórica', 'pcdob', 'desde', '1989']","[0, 53]",19,9,2016
10979,2016-05-09,"['ato', 'contra', 'michel', 'temer', 'reúne', '100', 'mil', 'pessoas', 'paulo']","[0, 91]",281,160,2016
1186,2016-05-10,"['lula', 'sempre', 'agiu', 'dentro', 'lei', 'antes', 'durante', 'ocupar', 'dois', 'mandatos', 'presidente', 'república']","[0, 132]",117,76,2016
5182,2016-05-10,"['beleza', 'democracia', 'alternância', 'poder', 'participo', 'senão', 'participava', 'vídeo', 'ricardo', 'stuckert']","[0, 132]",374,216,2016
8575,2016-05-10,"['terminei', 'presidência', 'achei', 'luta', 'terminado', 'vendo', 'luta', 'continua']","[0, 126]",44,31,2016
10385,2016-05-10,"['lula', 'ganhou', 'agora', 'pode', 'perder', '2018']","[0, 69]",64,43,2016
377,2016-05-10,"['lula', 'participou', 'ontem', 'congresso', 'industriallgu', 'entidade', 'representa', '50', 'milhões', 'trabalhadores', 'mundo']","[0, 117]",96,55,2016
2703,2016-05-10,"['mp', 'nega', 'acesso', 'defesa', 'lula', 'documento', 'vazado', 'época', 'via', 'lulapelobrasil']","[0, 108]",83,107,2016
10049,2016-05-11,"['dissemos', 'complexo', 'viralata', 'neste', 'país', 'lutaréumdireito', 'solidariedadeaomst']","[0, 92]",48,36,2016
13162,2016-05-11,"['onde', 'injustiça', 'estaremos', 'lá', 'pé', 'reagir', 'maior', 'valor', 'solidariedade', 'gilma', 'mauro', 'mstoficial']","[0, 125]",157,94,2016
11615,2016-05-11,"['taj', 'mahal', 'lula']","[0, 46]",42,30,2016
6359,2016-05-11,"['meninada', 'ocupando', 'escolas', 'dando', 'lição', 'fazemos', 'política', 'lutaréumdireito', 'solidariedadeaomst']","[0, 130]",163,130,2016
8920,2016-05-11,"['acho', 'exitem', 'muitos', 'dedos', 'metendo', 'política', 'brasileira', 'temer', 'cunha', 'lutaréumdireito', 'solidariedadeaomst']","[0, 136]",69,56,2016
8949,2016-05-11,"['vim', 'aqui', 'hoje', 'solidário', 'tentar', 'compreender', 'junto', 'acontecendo', 'neste', 'país', 'lutaréumdireito']","[0, 125]",52,33,2016
6368,2016-05-11,"['tá', 'hora', 'construirmos', 'movimento', 'melhor', 'fizemos', 'diretas', 'agora', 'precisamos', 'movimento', 'restabelecer', 'democracia']","[0, 140]",132,111,2016
3897,2016-05-11,"['professor', 'harvard', 'vê', 'presunção', 'culpa', 'contra', 'lula', 'lava', 'jato']","[0, 94]",34,21,2016
10763,2016-05-11,"['lula', 'realmente', 'dono', 'pergunte', 'povo']","[0, 47]",41,38,2016
11156,2016-05-11,"['consideram', 'gasto', 'chamamos', 'investimento', 'triplicar', 'orçamento', 'educação', 'lutaréumdireito', 'solidariedadeaomst']","[0, 139]",124,100,2016
5755,2016-05-11,"['escola', 'nacional', 'florestan', 'fernandes', 'mstoficial', 'linda', 'solidariedade', 'mst', 'lutarnãoécrime']","[0, 103]",389,267,2016
12706,2016-05-11,"['tô', '40', 'anos', 'participando', 'movimentos', 'sociais', 'perdemos', 'ganhamos', 'lutaréumdireito', 'solidariedadeaomst']","[0, 126]",111,79,2016
8911,2016-05-11,"['lula', 'processa', 'delegado', 'fez', 'afirmação', 'falsa', 'indevida', 'relatório']","[0, 95]",142,96,2016
1365,2016-05-11,"['lula', 'agora', 'escola', 'nacional', 'florestan', 'fernandes', 'mst', 'reunido', 'direção', 'movimento', 'solidariedade', 'mst', 'lutarnãoécrime']","[0, 135]",323,201,2016
14946,2016-05-11,"['construíram', 'golpe', 'parlamentar', 'tiraram', 'dilma', 'vão', 'parar', 'vem', 'golpes', 'aí', 'lutaréumdireito', 'solidariedadeaomst']","[0, 134]",101,82,2016
3105,2016-05-11,"['lula', 'enffoficial', 'solidariedade', 'mstoficial', 'todos', 'movimentos', 'sociais', 'lutareumdireito']","[0, 101]",121,95,2016
2782,2016-05-11,"['têm', 'razões', 'políticas', 'econômicas', 'ideológicas', 'atoa', 'quer', 'quebrar', 'partilha', 'présal', 'lutaréumdireito']","[0, 131]",79,52,2016
14755,2016-05-11,"['lula', 'participa', 'ato', 'solidariedade', 'escola', 'florestan', 'fernandes']","[0, 91]",86,56,2016
11868,2016-05-11,"['lula', 'fala', 'agora', 'ato', 'contra', 'criminalização', 'movimentos', 'sociais', 'escola', 'nacional', 'florestan', 'fernandes', 'lutaréumdireito']","[0, 125]",38,27,2016
4528,2016-05-11,"['investimento', 'dar', 'dinheiro', 'empresários', 'criamos', '18', 'novas', 'universidades', 'gasto', 'lutaréumdireito']","[0, 131]",132,134,2016
11793,2016-05-11,"['acompanhe', 'aqui', 'ato', 'contra', 'criminalização', 'movimentos', 'sociais', 'enffoficial', 'lutaréumdireito']","[0, 125]",52,51,2016
2170,2016-05-11,"['acompanhe', 'vivo', 'aqui', 'lutaréumdireito', 'solidariedadeaomst']","[0, 84]",11,13,2016
3533,2016-05-11,"['lula', 'vivo', 'lutaréumdireito', 'solidariedadeaomst']","[0, 74]",44,26,2016
6236,2016-05-11,"['coincidência', 'hoje', 'completa', '11', 'anos', 'derrubamos', 'alca', 'lutaréumdireito', 'solidariedadeaomst']","[0, 99]",50,46,2016
2850,2016-05-11,"['ficamos', 'gritando', 'temer', 'lá', 'tiraram', 'dilma', 'continuarem', 'vão', 'destruir', 'tudo', 'construímos', 'neste', 'país']","[0, 133]",135,86,2016
7269,2016-05-11,"['contem', 'comigo', 'pt', 'toda', 'solidariedade', 'povo', 'terra', 'luta', 'continua', 'lutaréumdireito', 'solidaridadeaomst']","[0, 124]",145,87,2016
10696,2016-05-11,"['processo', 'criminalização', 'esquerda', 'neste', 'país', 'precisamos', 'ficar', 'atentos', 'fazendo', 'movimentos', 'sociais']","[0, 130]",176,132,2016
7892,2016-05-12,"['otimista', 'quanto', 'futuro', 'brasil']","[0, 41]",146,94,2016
10925,2016-05-12,"['posso', 'aceitar', 'gente', 'presidente', 'eleito', 'indiretamente', 'congresso']","[0, 87]",372,208,2016
1948,2016-05-12,"['lula', 'encontrou', 'ontem', 'raúl', 'castro', 'outros', 'líderes', 'santiago', 'cuba']","[0, 80]",429,167,2016
11036,2016-06-08,"['lula', 'fizemos', 'maiores', 'políticas', 'públicas', 'país', 'conheceu']","[0, 97]",60,32,2016
8342,2016-06-08,"['1968', 'elegemos', 'primeiro', 'vereador', 'história', 'aqui']","[0, 73]",24,1,2016
8746,2016-06-08,"['país', 'habituado', 'ter', 'muita', 'obra', 'época', 'eleição', 'jânio', 'quadros', 'famoso']","[0, 100]",25,3,2016
9341,2016-06-08,"['lula', 'pede', 'apenas', 'direitos', 'humanos', 'respeitados', 'nada', 'além', 'disso', 'espalhe', 'verdade']","[0, 97]",166,149,2016
10905,2016-06-08,"['consciência', 'quanto', 'país', 'melhorou', 'últimos', '13', 'anos', 'cidade', 'bernardo', 'mesma', 'coisa']","[0, 110]",31,6,2016
13820,2016-06-08,"['criamos', 'metalúrgico', 'companheiro', 'marinho', 'saiu', 'setor', 'pintura', 'ministro', 'prefeito', 'presid', 'metalúrgicos']","[0, 138]",28,2,2016
6607,2016-06-08,"['naquilo', 'depender', 'mim', 'esforço', 'pessoal', 'prefeito', 'bernardo', 'campo']","[0, 101]",26,3,2016
1740,2016-06-08,"['governamos', 'aqui', '88', 'dr', 'maurício', 'tempo', 'difícil', 'clareza', 'muita', 'coisa']","[0, 115]",22,3,2016
8118,2016-06-08,"['queria', 'marinho', 'prefeito', 'queria', 'ficasse', 'ministério', 'trabalho']","[0, 94]",23,3,2016
3898,2016-06-08,"['povo', 'construiu', 'sbc', 'serve', 'exemplo', 'resto', 'brasil']","[0, 68]",21,8,2016
14622,2016-06-08,"['tarcísio', 'olha', 'passado', 'construir', 'futuro', 'promissor', 'cidade', 'humana', 'solidária', 'compromisso', 'moral', 'eleger', 'tarcísio']","[0, 136]",21,3,2016
5286,2016-06-08,"['marinho', 'fez', 'diferente', 'fez', 'apenas', 'obras', 'físicas', 'fez', 'povo', 'gostasse', 'vila', 'bairro', 'rua', 'povo', 'sentiu', 'cogovernante']","[0, 137]",19,3,2016
9067,2016-06-08,"['desaforo', 'tão', 'grande', 'marcaram', 'convenção', 'abertura', 'olimpíadas']","[0, 86]",38,10,2016
6801,2016-06-08,"['prefeito', 'medido', 'viadutos', 'faz', 'grande', 'inovação', 'marinho', 'provocação', 'fez', 'participação', 'pública', 'cidade']","[0, 137]",19,2,2016
13420,2016-06-08,"['colocamos', 'sbc', 'cenário', 'político', 'mundial', 'marinho', 'colocou', 'sbc', 'cenário', 'administrativo', 'mundial']","[0, 109]",23,7,2016
